pmid	disorder	structure
18565458	narcolepsy	nose
18568062	dementia	core
18568062	dementia	core
18573640	schizophrenia	core
18579804	dementia	core
18583895	restless legs syndrome	thalamus
18585006	schizophrenia	corpus callosum
18585682	schizophrenia	cerebral cortex
18585682	schizophrenia	layer 2
18585682	schizophrenia	layer 2
18586335	schizophrenia	dorsomedial
18587164	schizophrenia	core
18588592	panic disorder	core
18588989	alcohol intoxication	dorsal
18590474	schizophrenia	core
18590603	dementia	core
18591466	narcolepsy	hypothalamus
18591484	attention deficit hyperactivity disorder	striatum
18591577	delirium	core
18594164	schizophrenia	core
18597738	schizophrenia	core
18599127	personality disorder	core
18602482	schizophrenia	core
18602855	dementia	ca2
18603890	schizophrenia	core
18604544	schizophrenia	thalamus
18606950	schizophrenia	dorsolateral
18606950	schizophrenia	dorsolateral
18607209	narcolepsy	hypothalamus
18607377	schizophrenia	dorsal
18608052	dementia	core
18609023	schizophrenia	core
18609031	schizophrenia	core
18609031	schizophrenia	core
18609031	schizophrenia	core
18609031	schizophrenia	core
18611417	cocaine withdrawal	hypothalamus
18612379	dementia	medial
18612999	dementia	core
18614169	opioid dependence	central nucleus
18615139	schizophrenia	ventral
18617370	schizophrenia	intermediate
18619632	nicotine dependence	core
18621075	schizophrenia	core
18622042	schizophrenia	cerebral cortex
18622774	schizophrenia	dorsolateral
18622782	schizophrenia	dorsolateral
18624787	narcolepsy	hypothalamus
18624787	narcolepsy	hypothalamus
18627675	schizophrenia	core
18629430	social anxiety disorder	intermediate
18631949	dementia	core
18634810	schizophrenia	dorsal
18634810	schizophrenia	dorsal
18635935	schizophrenia	intermediate
18638859	pica	brain stem
18640919	nicotine dependence	ventral
18642008	schizophrenia	dorsal
18642008	schizophrenia	thalamus
1864256	dementia	brain stem
18644264	dementia	dorsolateral
18644851	schizophrenia	core
18647935	pica	nose
18650025	dementia	brain stem
18652741	schizophrenia	core
18655798	schizophrenia	core
18656332	schizophrenia	fiber tracts
18657382	obsessive-compulsive disorder	core
18657855	dementia	core
18658164	schizophrenia	cerebral cortex
1865839	restless legs syndrome	medial
18662205	dementia	core
1866434	alcohol dependence	intermediate
18668031	schizophrenia	fiber tracts
18670863	dementia	nose
18678469	schizophrenia	intermediate
18678469	schizophrenia	dorsolateral
18678470	schizophrenia	dorsolateral
18678765	dementia	core
18679658	schizophrenia	core
18680625	nicotine dependence	core
18685859	delirium	core
18686174	nicotine dependence	core
18686178	nicotine dependence	core
18691446	dementia	midbrain
18694798	schizophrenia	dorsal
18695056	dementia	nose
18695059	dementia	core
18695059	dementia	core
18695059	dementia	core
18695059	dementia	core
18695582	obsessive-compulsive disorder	core
18699952	schizophrenia	intermediate
18699952	schizophrenia	intermediate
18700967	dementia	core
18707008	schizophrenia	cerebral cortex
18707532	nicotine dependence	core
18710414	schizophrenia	core
18711713	anorexia nervosa	thalamus
18713488	schizophrenia	trunk
18714784	narcolepsy	pons
18719332	dementia	core
18719894	schizophrenia	medial
18720181	schizophrenia	core
18721828	schizophrenia	ventral
18726913	schizophrenia	cerebellum
18727147	dementia	core
18751559	schizophrenia	dorsolateral
18752107	personality disorder	core
18754492	pica	core
18756420	schizophrenia	midbrain
18756422	schizophrenia	striatum
18757101	depressive disorders	core
18757973	schizophrenia	core
18757980	trichotillomania	striatum
18761299	intellectual disability	core
18768266	depressive disorders	core
18772029	schizophrenia	core
18774263	schizophrenia	dorsomedial
18777029	schizophrenia	posterior part
18777029	schizophrenia	posterior part
18778448	attention deficit hyperactivity disorder	core
18779425	dementia	isocortex
18779937	schizophrenia	core
18779937	schizophrenia	ventral
18781409	schizophrenia	core
18785103	obsessive-compulsive disorder	core
18787663	schizophrenia	thalamus
18787663	schizophrenia	thalamus
18787663	schizophrenia	thalamus
18787882	impulse control disorders	ventral
18790604	schizophrenia	layer 1
18790616	schizophrenia	nose
18791074	schizophrenia	cerebral cortex
18794206	attention deficit hyperactivity disorder	cerebral cortex
18794493	restless legs syndrome	dorsolateral
18796324	schizophrenia	ventral
18796466	schizophrenia	intermediate
18797308	schizophrenia	cerebellum
18800011	frontotemporal dementia	subiculum
18800013	dementia	core
18801343	schizophrenia	core
18803858	schizophrenia	core
18804015	oppositional defiant disorder	core
18804518	dementia	dorsal
18804518	dementia	thalamus
18805303	delirium	thalamus
18806920	schizophrenia	core
18810380	dementia	corpus callosum
18814865	schizophrenia	thalamus
18815264	schizophrenia	nucleus accumbens
18815264	schizophrenia	ventral
18818052	schizophrenia	cerebral cortex
18818054	schizophrenia	core
18818054	schizophrenia	striatum
18819107	schizophrenia	medial
18823427	schizophrenia	core
18823819	restless legs syndrome	nose
18825373	schizophrenia	core
18827723	schizophrenia	medial
18827723	schizophrenia	medial
18829262	schizophrenia	corpus callosum
18829262	schizophrenia	corpus callosum
18833109	schizophrenia	ca3
18833427	agoraphobia	crossed
18834530	schizophrenia	intermediate
18835422	obsessive-compulsive disorder	ventral
18835838	schizophrenia	core
18836267	dementia	core
18836267	dementia	thalamus
18841016	dementia	core
18841543	dementia	core
18843837	mood disorders	core
18852461	schizophrenia	medial
18852680	schizophrenia	substantia nigra
1890928	schizophrenia	core
1891582	bulimia nervosa	core
18923069	schizophrenia	cerebellum
18923069	schizophrenia	cerebellum
18924253	schizophrenia	core
1892449	dementia	core
18926666	schizophrenia	core
18928564	dementia	cerebellum
1893670	dementia	optic nerve
18937707	adjustment disorder	core
18945379	schizophrenia	core
18945531	dementia	nose
18945531	dementia	nose
18947261	dementia	core
18950740	intellectual disability	hindbrain
18951953	frontotemporal dementia	ca1
1895530	dementia	core
18955946	anorexia nervosa	dorsomedial
18956262	rapid cycling	dorsolateral
18956623	schizophrenia	core
18956624	neurodevelopmental disorders	dorsal
18957275	schizophrenia	core
18957275	schizophrenia	core
18973261	schizophrenia	corticospinal tract
18973261	schizophrenia	corticospinal tract
18974192	schizophrenia	core
18976188	dementia	nose
18982171	schizophrenia	dorsal
18982171	schizophrenia	dorsal
18982176	mood disorders	medial
18985290	schizophrenia	core
18985290	schizophrenia	core
18985321	schizophrenia	nucleus accumbens
18989376	schizophrenia	striatum
18989376	schizophrenia	cerebellum
18989458	schizophrenia	striatum
18990709	schizophrenia	thalamus
18997479	alcohol withdrawal	ca2
18997479	alcohol withdrawal	ca2
19001253	dementia	medial
19002671	cannabis dependence	intermediate
19004618	schizophrenia	medial
19005040	schizophrenia	dentate gyrus
19006185	dementia	hippocampal formation
19007335	obstructive sleep apnoea	rostral
19007998	bulimia nervosa	nose
19009156	dementia	intermediate
1901047	dementia	core
19013774	schizophrenia	thalamus
19019261	dementia	core
19019637	schizophrenia	core
19019637	schizophrenia	core
19022003	delirium	core
19022630	schizophrenia	hypothalamus
19022858	dementia	medial
19023719	dementia	core
19023829	nicotine dependence	core
19025241	schizophrenia	medial
19027103	schizophrenia	ca2
19032209	dementia	nose
19032702	schizophrenia	ventral
19032745	schizophrenia	dorsolateral
19033126	schizophrenia	corpus callosum
19033126	schizophrenia	cerebrum
19042105	schizophrenia	core
19042105	schizophrenia	core
19042782	dissociative disorders	core
19042795	dissociative disorders	core
19046607	schizophrenia	core
19046624	schizophrenia	fiber tracts
19046624	schizophrenia	fiber tracts
19047205	nicotine dependence	ventral
19048442	schizophrenia	mouth
19048442	schizophrenia	mouth
19056247	schizophrenia	thalamus
19060949	schizophrenia	core
19066428	dementia	core
19067993	schizophrenia	core
19073429	schizophrenia	dorsolateral
19073797	schizophrenia	dorsolateral
19081451	schizophrenia	core
19081451	schizophrenia	core
19081458	dementia	core
19085871	pica	caudal
19086256	schizophrenia	core
19087467	panic attack	core
19088473	dementia	intermediate
19090506	schizophrenia	intermediate
19095101	delirium	core
19095312	dementia	core
19097861	schizophrenia	core
19103230	panic attack	dorsal
19103476	schizophrenia	corpus callosum
19103476	schizophrenia	corpus callosum
19103476	schizophrenia	splenium
19103609	delirium	core
19105085	schizophrenia	core
19116834	schizophrenia	magnocellular part
19124684	schizophrenia	intermediate
19124684	schizophrenia	striatum
19125108	schizophrenia	intermediate
19130314	schizophrenia	dentate gyrus
19130640	schizophrenia	crossed
19130640	schizophrenia	crossed
19132913	schizophrenia	core
19132965	schizophrenia	core
19132965	schizophrenia	core
19133962	schizophrenia	internal capsule
19136281	rapid cycling	vagus nerve
19138833	schizophrenia	dorsolateral
19139294	dementia	cerebral cortex
19139305	dementia	core
19141315	schizophrenia	core
1914324	pica	pyramidal decussation
19145226	nicotine withdrawal	central nucleus
19145226	nicotine withdrawal	shell
19147695	schizophrenia	thalamus
19147695	schizophrenia	thalamus
19148378	schizophrenia	dorsolateral
19151297	narcolepsy	lower limb
19154565	delirium	core
19154565	delirium	core
19154657	schizophrenia	dorsolateral
19156349	schizophrenia	ventral
19156349	schizophrenia	ventral
19156349	schizophrenia	ventral
19156399	delirium	cerebellum
19157786	schizophrenia	core
19158946	narcolepsy	hypothalamus
19163964	dementia	nose
19166894	schizophrenia	medial
19167701	schizophrenia	midbrain
19168334	schizophrenia	thalamus
19169032	delirium	core
19170190	dementia	core
19172681	agoraphobia	core
19174370	autism spectrum disorder	medial
19177067	cocaine dependence	striatum
19177067	cocaine dependence	ventral
19180552	dementia	cerebral cortex
19180583	social anxiety disorder	striatum
19182459	dementia	cerebral cortex
19182459	dementia	ca1
19184135	dementia	corpus callosum
19184335	schizophrenia	core
19184335	schizophrenia	core
19184651	nicotine dependence	nucleus accumbens
19185466	schizophrenia	frontal pole
19188284	schizophrenia	core
19195849	schizophrenia	thalamus
19196924	obsessive-compulsive disorder	thalamus
19198859	schizophrenia	nucleus accumbens
19200950	schizophrenia	core
19201027	pica	shell
19204020	dementia	core
19207794	dementia	core
19210199	obsessive-compulsive disorder	dorsal
19214139	opioid dependence	dorsal
19215455	nicotine withdrawal	hypothalamus
19217757	schizophrenia	medial
19217758	schizophrenia	dorsomedial
19217758	schizophrenia	medial
19220167	schizophrenia	dorsolateral
19220622	dementia	core
19221123	schizophrenia	nucleus accumbens
19223268	schizophrenia	intermediate
19223435	anorexia nervosa	ventral
19224600	schizophrenia	ventral
19225914	pica	mouth
19227594	dementia	core
19228848	dementia	medial
19231093	schizophrenia	core
19233218	schizophrenia	core
19233297	mood disorders	dorsolateral
19233297	mood disorders	dorsolateral
19234823	dementia	core
19234823	delirium	core
19234823	delirium	core
19235415	personality disorder	nose
19236563	schizophrenia	striatum
19238150	nicotine dependence	core
19239983	rapid cycling	dorsolateral
19240049	dementia	core
19242070	schizophrenia	core
19243663	dementia	core
19243663	dementia	core
19249280	schizophrenia	dorsolateral
19249749	schizophrenia	dorsolateral
19251247	schizophrenia	substantia nigra
19253411	dementia	medial
19255034	autism spectrum disorder	core
19255043	schizophrenia	dorsolateral
19260979	dementia	core
19261444	schizophrenia	core
19261862	schizophrenia	ca2
19262951	dementia	core
19267696	schizophrenia	ventral
19267698	schizophrenia	intermediate
19267957	schizophrenia	ventral
19267957	schizophrenia	ventral
19268687	nicotine dependence	core
19269047	schizophrenia	core
19269307	schizophrenia	core
19269714	dementia	dorsal
19269714	dementia	dorsal
19269791	schizophrenia	core
19273756	dementia	substantia nigra
19273756	dementia	substantia nigra
19274024	dementia	core
19276547	dementia	core
19276621	dementia	medial
19279031	dementia	core
19279237	nicotine withdrawal	interpeduncular nucleus
19280655	pica	caudal
19283082	panic disorder	midbrain
19284243	obsessive-compulsive disorder	ventral
19285452	delirium	core
19288463	schizophrenia	medial
19290018	nicotine dependence	core
19299782	mood disorders	cerebral cortex
19300548	schizophrenia	core
19300591	dementia	cerebral cortex
19301323	schizophrenia	thalamus
19302342	narcolepsy	intermediate
19304459	schizophrenia	medial
19306905	obsessive-compulsive disorder	thalamus
1931259	dementia	cerebrum
19321177	schizophrenia	nucleus accumbens
19321177	schizophrenia	striatum
1932393	schizophrenia	thalamus
19324535	agoraphobia	anterior area
19327399	dementia	substantia nigra
19328656	schizophrenia	cingulum bundle
19328656	schizophrenia	intermediate
19329548	schizophrenia	nucleus accumbens
19336245	schizophrenia	substantia nigra
19336245	schizophrenia	substantia nigra
19336392	schizophrenia	dorsal
19336392	schizophrenia	ventral
19336392	schizophrenia	ventral
19346154	dementia	brain stem
19347684	dementia	core
19351577	schizophrenia	cerebellum
19358010	dementia	core
19360540	schizophrenia	ca3
19362375	schizophrenia	core
19363039	schizophrenia	ca2
19363432	schizophrenia	corpus callosum
19370581	obstructive sleep apnoea	nose
19375072	dementia	substantia innominata
19375511	schizophrenia	thalamus
19376201	cocaine withdrawal	ca1
19379112	alcohol withdrawal	core
1938163	schizophrenia	third ventricle
1938175	schizophrenia	core
1938177	schizophrenia	core
1938177	schizophrenia	choroid plexus
19383438	dementia	thalamus
19383663	schizophrenia	nose
19393285	restless legs syndrome	ventral
19393382	schizophrenia	core
19393385	schizophrenia	core
19394356	mood disorders	dorsal
19394958	schizophrenia	dorsolateral
19394958	schizophrenia	dorsolateral
19396727	schizophrenia	intermediate
19401632	dementia	core
19403271	schizophrenia	dentate gyrus
19403271	schizophrenia	ca3
19403271	schizophrenia	ca3
19403271	schizophrenia	ca1
19403740	dementia	core
19404243	schizophrenia	dorsolateral
19406622	schizophrenia	dorsolateral
19409532	schizophrenia	anterior cingulate area
19409535	autism spectrum disorder	posterior part
19410528	body dysmorphic disorder	core
19411370	schizophrenia	core
19412506	dementia	thalamus
19414706	schizophrenia	intermediate
19414723	dementia	core
19414723	dementia	core
19414723	delirium	core
19419594	schizophrenia	core
19420091	schizophrenia	hippocampal formation
19421705	pica	trunk
19421705	pica	trunk
19422109	delirium	thalamus
19422755	mood disorders	core
19426575	dementia	intermediate
19429126	dementia	ca2
19433358	dementia	core
19433614	dementia	core
19433891	dementia	medial
19436724	dementia	core
19437063	obsessive-compulsive disorder	internal capsule
19439245	schizophrenia	intermediate
19441130	dementia	nose
19443135	cannabis dependence	core
19447584	schizophrenia	ventral
19447585	schizophrenia	splenium
19448847	schizophrenia	cingulum bundle
1944894	schizophrenia	commissural part
19449330	schizophrenia	dorsolateral
19449330	schizophrenia	intermediate
19450952	schizophrenia	intermediate
19451528	dementia	medial
19457493	schizophrenia	striatum
19457493	schizophrenia	thalamus
19457493	schizophrenia	thalamus
19461935	alcohol dependence	core
19463917	narcolepsy	thalamus
19463917	narcolepsy	hypothalamus
19463917	narcolepsy	hypothalamus
19464855	schizophrenia	core
19464855	schizophrenia	core
19465416	dementia	core
19467713	schizophrenia	core
19474118	pica	brain stem
19476231	schizophrenia	core
19477963	schizophrenia	corticospinal tract
19479094	delirium	lower limb
19480227	narcolepsy	hypothalamus
19480227	narcolepsy	hypothalamus
19481156	schizophrenia	thalamus
19481556	schizophrenia	core
19482045	dementia	core
19486330	schizophrenia	corpus callosum
19487395	schizophrenia	dorsolateral
19487395	schizophrenia	dorsolateral
19487395	schizophrenia	dorsolateral
19487624	schizophrenia	core
19489049	schizophrenia	nucleus accumbens
19491818	schizophrenia	core
19493658	schizophrenia	core
19496999	schizophrenia	midbrain
19496999	schizophrenia	midbrain
19500946	schizophrenia	ventral
19501165	alcohol dependence	medial
19501714	amnestic disorder	intermediate
19501720	dementia	substantia nigra
19505800	schizophrenia	cingulum bundle
19505800	schizophrenia	dorsal
19505800	schizophrenia	dorsal
19505800	schizophrenia	dorsal
19507055	delirium	intermediate
1951389	dementia	lower limb
19514098	schizophrenia	core
19518017	schizophrenia	dorsal
19518017	schizophrenia	dorsal
19518017	schizophrenia	dorsal
19518017	schizophrenia	cerebellum
19520146	attention deficit hyperactivity disorder	ca3
19521678	schizophrenia	ventral
19521678	schizophrenia	ventral
19523495	schizophrenia	striatum
19523504	dementia	claustrum
19523504	dementia	claustrum
19523504	dementia	claustrum
19525353	schizophrenia	striatum
19532034	attention deficit hyperactivity disorder	cerebral cortex
19533495	personality disorder	core
19533626	schizophrenia	medial
19537954	nicotine dependence	core
19538688	rapid cycling	core
19540761	delirium	nose
19540863	schizophrenia	core
19542627	dementia	intermediate
19556835	schizophrenia	striatum
19556835	schizophrenia	nucleus accumbens
19557095	schizophrenia	ventral
19557827	frontotemporal dementia	core
19558475	delirium	core
19559574	schizophrenia	dorsolateral
19560101	dementia	core
19560123	alcohol dependence	ventral
19562803	schizophrenia	dorsolateral
19565573	dementia	medial
19566756	panic disorder	core
19566756	panic disorder	medial
19566756	panic attack	medial
19566767	depressive disorders	dorsolateral
19569559	catatonia	hypothalamus
19570653	schizophrenia	core
19571795	mood disorders	ventral
19582782	schizophrenia	medial
19586390	dementia	intermediate
19586563	dementia	core
19587812	pica	medial
19587812	pica	medial
19588040	schizophrenia	core
19591948	dementia	intermediate
19592539	delirium	nose
19594197	schizophrenia	core
19595485	dementia	core
19596360	cocaine dependence	nucleus accumbens
19597132	dementia	ventral
19602307	dementia	core
19602887	dementia	cerebellum
19602887	schizophrenia	cerebellum
19605517	schizophrenia	medial
19605535	schizophrenia	core
19606529	schizophrenia	core
19615864	schizophrenia	caudal
19616075	dementia	dentate gyrus
19616075	dementia	ca1
1961755	schizophrenia	subiculum
19617633	schizophrenia	dorsolateral
19618301	dementia	midbrain
19618301	dementia	midbrain
19625009	schizophrenia	dorsolateral
19627651	schizophrenia	ventral
19629795	schizophrenia	dentate gyrus
19629795	schizophrenia	dentate gyrus
19633214	schizophrenia	ventral
19633957	schizophrenia	core
19634032	schizophrenia	intermediate
19634032	schizophrenia	intermediate
19634032	schizophrenia	intermediate
19637275	schizophrenia	ventral
19639413	schizophrenia	medial
19639644	anorexia nervosa	core
19640686	schizophrenia	striatum
19640834	nicotine dependence	core
19641111	schizophrenia	core
19646488	schizophrenia	ventral
19650120	schizophrenia	ventral
19651169	schizophrenia	cerebellum
19651475	pica	intermediate
19656176	schizophrenia	cerebral cortex
19656176	schizophrenia	caudal
19656467	schizophrenia	ca2
19660876	schizophrenia	suprachiasmatic nucleus
19660876	schizophrenia	suprachiasmatic nucleus
19665356	schizophrenia	core
19665647	obsessive-compulsive disorder	dorsolateral
19666049	frontotemporal dementia	cerebral cortex
19666074	schizophrenia	dorsolateral
19666074	schizophrenia	dorsolateral
19666074	schizophrenia	medial
19666074	schizophrenia	dorsolateral
19666074	schizophrenia	dorsolateral
19666084	obsessive-compulsive disorder	medial
19667321	dementia	core
19667749	depressive disorders	core
19667749	depressive disorders	core
19669651	frontotemporal dementia	intermediate
19671211	schizophrenia	medial
19671905	dementia	core
19673732	attention deficit hyperactivity disorder	core
19680143	dementia	substantia nigra
19683417	schizophrenia	intermediate
19683583	dementia	core
19684419	schizophrenia	ventral
19689235	dementia	intermediate
19689307	narcolepsy	hypothalamus
19689308	narcolepsy	hypothalamus
19689329	schizophrenia	core
19690943	delirium	intermediate
19690943	delirium	intermediate
19690943	delirium	intermediate
19690943	delirium	intermediate
19691909	dementia	intermediate
19693002	schizophrenia	ventral
19693783	schizophrenia	medial
19697887	dementia	core
19698344	schizophrenia	core
19698668	schizophrenia	striatum
19698687	schizophrenia	striatum
19703266	dementia	hippocampal formation
19703937	schizophrenia	dorsolateral
19705520	delirium	core
19707568	alcohol dependence	cerebellum
19709405	dementia	core
19709405	dementia	core
19709504	obsessive-compulsive disorder	dorsolateral
19709998	dementia	thalamus
19711026	schizophrenia	hippocampal formation
19712540	dementia	core
19713080	schizophrenia	dorsal
19713080	schizophrenia	corpus callosum
19714539	frontotemporal dementia	core
19716271	schizophrenia	dorsolateral
19716272	schizophrenia	core
19721432	schizophrenia	dorsolateral
19724982	schizophrenia	dorsal
19725250	narcolepsy	hypothalamus
19725250	narcolepsy	hypothalamus
19725250	narcolepsy	hypothalamus
19726032	schizophrenia	core
19727065	schizophrenia	dorsolateral
19729053	schizophrenia	cerebral cortex
19729053	schizophrenia	core
19729053	schizophrenia	cerebral cortex
19733449	nicotine withdrawal	core
19733836	schizophrenia	cerebellum
19736350	schizophrenia	ca1
19736350	schizophrenia	ca1
19739247	neurodevelopmental disorders	hippocampal formation
19740636	obsessive-compulsive disorder	intermediate
19742411	narcolepsy	nose
19744536	schizophrenia	internal capsule
19747442	dementia	ca1
19747464	schizophrenia	dorsolateral
19747738	obstructive sleep apnoea	mouth
19748372	schizophrenia	core
19749406	dementia	core
19750928	narcolepsy	core
19752589	schizophrenia	core
1975760	depressive disorders	core
19760677	schizoaffective disorder	core
1976204	dementia	cerebral cortex
19777220	schizophrenia	cerebellum
19782001	dementia	medial
19782964	schizophrenia	intermediate
19782967	schizophrenia	core
1978324	schizophrenia	ventral
19783410	schizophrenia	medial
19786503	intellectual disability	core
19793158	dementia	cerebrum
19793856	anorexia nervosa	core
19796446	mood disorders	dentate gyrus
19796919	schizophrenia	lateral ventricle
19796921	dementia	intermediate
19797352	dementia	core
19804960	schizophrenia	dorsolateral
19806344	nicotine withdrawal	midbrain
19806565	schizophrenia	medial
19807715	schizophrenia	dorsal
19807715	schizophrenia	dorsal
19807715	schizophrenia	thalamus
1981107	schizophrenia	cerebral cortex
1981174	schizophrenia	nucleus of the solitary tract
19818568	dementia	medial
19818568	dementia	core
19819041	delirium	nose
1982048	dementia	cerebral cortex
19822783	obsessive-compulsive disorder	core
19823762	schizophrenia	mediodorsal nucleus of the thalamus
19828591	schizophrenia	ca1
19828591	schizophrenia	ca1
19833484	schizophrenia	medial
19833790	anorexia nervosa	core
19833790	anorexia nervosa	ventral
19833806	schizophrenia	core
19835933	nicotine withdrawal	midbrain
19838622	dementia	internal capsule
19839996	mood disorders	medial
19850131	schizophrenia	medial
19850578	narcolepsy	hypothalamus
19852946	attention deficit hyperactivity disorder	corpus callosum
19853005	schizophrenia	dentate gyrus
19853313	dementia	core
19856012	schizophrenia	cerebellum
19856012	schizophrenia	cerebellum
19861102	nicotine dependence	core
19871268	pica	intermediate
19876665	schizophrenia	core
19876678	schizophrenia	dorsolateral
19876931	intellectual disability	hindbrain
19877495	schizophrenia	dorsolateral
19878135	schizophrenia	core
19880093	schizophrenia	ventral
19880095	autism spectrum disorder	cerebral cortex
19881045	schizophrenia	frontal pole
19881968	attention deficit hyperactivity disorder	core
19886936	intellectual disability	facial nerve
19891815	dementia	core
19893757	schizophrenia	medial
19893757	schizophrenia	medial
19895780	schizophrenia	core
19896110	neurodevelopmental disorders	cerebral cortex
1990190	panic disorder	intermediate
19907180	dementia	core
19910723	schizophrenia	striatum
19912088	nicotine dependence	core
19913623	schizophrenia	lateral ventricle
19914330	dementia	intermediate
19914600	schizophrenia	ventral
19917116	schizophrenia	cerebral cortex
19917116	schizophrenia	layers 3
19917116	schizophrenia	layer 3
19918243	schizophrenia	thalamus
1991947	dementia	nose
1991947	dementia	core
1991947	dementia	core
19920062	schizophrenia	medial
19920062	schizophrenia	medial
19920853	autism spectrum disorder	mouth
19922553	schizophrenia	medial
19923875	panic disorder	intermediate
19926451	schizophrenia	dorsolateral
19931396	schizophrenia	cerebellum
19931985	panic attack	dorsal
19932153	mood disorders	corpus callosum
19941697	panic disorder	dorsal
19941962	impulse control disorders	striatum
19943640	pica	core
19945256	schizophrenia	core
19945256	schizophrenia	core
19946863	dementia	core
19953343	dementia	ca1
19953343	dementia	ca1
19954700	delirium	core
19954751	schizophrenia	intermediate
19955444	schizophrenia	intermediate
19956460	obsessive-compulsive disorder	thalamus
19959688	nicotine withdrawal	core
19959688	nicotine withdrawal	core
19959688	nicotine withdrawal	core
19959688	nicotine withdrawal	core
19960103	schizophrenia	medial
19962654	restless legs syndrome	core
19963356	schizophrenia	core
19966261	autism spectrum disorder	core
19996937	dementia	core
20004619	schizophrenia	core
20004619	schizophrenia	dorsolateral
20005675	schizophrenia	ventral
20006324	schizophrenia	medial
20006324	schizophrenia	medial
20006324	schizophrenia	medial
20006424	obsessive-compulsive disorder	nucleus accumbens
20007949	schizophrenia	nose
20011039	dementia	core
20015515	alcohol dependence	ventral
20015515	alcohol dependence	ventral
20019145	autism spectrum disorder	corpus callosum
20023526	obsessive-compulsive disorder	nucleus accumbens
20024519	dementia	medial
20026221	schizophrenia	medial
20026221	schizophrenia	medial
20026221	schizophrenia	medial
20034516	schizophrenia	ca3
20036266	schizophrenia	dorsolateral
20037593	panic disorder	dorsomedial
20040244	schizophrenia	medial
20040245	schizophrenia	medial
20040247	restless legs syndrome	substantia nigra
20047172	attention deficit hyperactivity disorder	core
20047710	nicotine dependence	core
20047714	panic disorder	dorsal
20047802	alcohol dependence	core
20047802	alcohol dependence	core
20051316	schizophrenia	caudal
20051316	schizophrenia	caudal
20051354	schizophrenia	shell
20053864	schizophrenia	core
20054875	anorexia nervosa	core
20060814	dementia	cerebellum
20061634	dementia	intermediate
20063361	pica	striatum
20068358	dementia	core
20071149	schizophrenia	thalamus
20071532	neurodevelopmental disorders	rostral
20078462	alcohol dependence	dorsolateral
20078462	alcohol dependence	dorsolateral
20078482	alcohol dependence	core
20079340	dementia	ca1
20079340	dementia	ca1
20079340	dementia	ca1
20079340	dementia	ca1
20083796	dementia	core
20084519	schizophrenia	intermediate
20092829	schizophrenia	dorsolateral
20097237	panic disorder	core
20097545	schizophrenia	pallidum
20098829	obsessive-compulsive disorder	core
20100621	schizophrenia	dorsolateral
20104185	alcohol withdrawal	core
20107928	dementia	striatum
20110157	schizophrenia	core
20113629	attention deficit hyperactivity disorder	core
20114128	narcolepsy	core
20116072	schizophrenia	ventral
20116072	schizophrenia	ventral
20118463	schizophrenia	intermediate
2011951	panic disorder	core
20122978	alcohol dependence	cerebellum
20122978	schizophrenia	cerebellum
20122978	alcohol withdrawal	cerebellum
20123910	attention deficit hyperactivity disorder	thalamus
20124115	schizophrenia	medial
20125089	schizophrenia	core
20125089	schizophrenia	core
20128769	delirium	core
20131206	schizophrenia	thalamus
20132417	oppositional defiant disorder	core
20132582	schizophrenia	core
20139102	delirium	nose
20141240	schizophrenia	intermediate
20141401	nicotine dependence	core
20142619	restless legs syndrome	pons
20143386	dementia	ca1
20144961	alcohol intoxication	core
20145027	dementia	core
20145400	dementia	core
20146921	frontotemporal dementia	corpus callosum
20147561	depressive disorders	subthalamic nucleus
20148109	delirium	core
20150511	schizophrenia	cerebellum
20151241	schizophrenia	ventral
20151419	schizophrenia	cerebral cortex
20152297	schizophrenia	core
20153145	schizophrenia	dorsolateral
20153608	schizophrenia	corpus callosum
2015455	schizophrenia	core
20156852	schizophrenia	mouth
20159769	schizophrenia	dorsal
20160006	schizophrenia	core
20161183	dementia	thalamus
20162598	schizophrenia	dorsolateral
20166958	schizophrenia	core
20169354	schizophrenia	core
20170589	frontotemporal dementia	core
20171847	schizophrenia	medial
20173342	dementia	cerebral cortex
20174515	schizophrenia	thalamus
20175224	schizophrenia	dorsolateral
20176860	schizophrenia	dorsolateral
20177119	dementia	core
20179286	dementia	core
20179286	dementia	core
20180337	dementia	core
20180986	depressive disorders	suprachiasmatic nucleus
20181462	schizophrenia	core
20184807	schizophrenia	nucleus accumbens
20184941	restless legs syndrome	medial
20185150	schizophrenia	core
20188516	schizophrenia	core
20189356	schizophrenia	core
20193725	schizophrenia	nucleus accumbens
20193725	schizophrenia	pallidum
20194823	schizophrenia	striatum
20194823	schizophrenia	striatum
20194823	schizophrenia	striatum
20194823	schizophrenia	dorsal
20197076	schizophrenia	core
20205146	dementia	cerebral cortex
20207029	dementia	core
20207347	nicotine withdrawal	core
20212004	schizophrenia	ventral
20215998	schizophrenia	core
20217711	dementia	nose
20220321	dementia	core
20220577	dementia	core
20220577	dementia	core
20220589	dementia	core
20220599	delirium	thalamus
20220599	delirium	thalamus
20225193	narcolepsy	ventral
20225222	schizophrenia	striatum
20228227	dementia	medial
20230348	dementia	core
20231838	schizophrenia	medial
20231838	schizophrenia	intermediate
20233976	dementia	core
20235484	dementia	pons
20236543	schizophrenia	striatum
20236773	nicotine dependence	core
20237131	schizophrenia	cingulum bundle
20298208	dementia	striatum
20300526	schizophrenia	intermediate
20301328	intellectual disability	intermediate
20301555	intellectual disability	optic nerve
20301680	intellectual disability	mouth
