pmid	disorder	verb
12535955	narcolepsy	led
12537044	schizophrenia	lying
12539200	schizophrenia	seen
12540899	pica	test
12542217	dementia	had
12544177	schizophrenia	set
12555375	dementia	formed
12555375	dementia	modified
12556572	schizophrenia	present
12556572	schizophrenia	cause
12557414	schizophrenia	related
12559658	schizophrenia	present
12566282	schizophrenia	formed
12566282	schizophrenia	compared
12566282	schizophrenia	light
12567210	anorexia nervosa	eating
12570358	schizophrenia	considered
12576179	cocaine withdrawal	being
12589379	schizophrenia	stem
12590274	enuresis	found
12591578	schizophrenia	measured
12591579	schizophrenia	studies
12605097	schizophrenia	types
12606016	schizophrenia	been
12608437	obstructive sleep apnoea	presents
12610647	schizophrenia	measured
12610649	schizophrenia	obtained
12610649	schizophrenia	order
12611829	schizophrenia	reported
12612497	narcolepsy	understanding
12613779	obsessive-compulsive disorder	describe
12614343	nicotine withdrawal	contrast
12614661	obsessive-compulsive disorder	considered
12614990	schizophrenia	ground
12614990	schizophrenia	search
12614990	schizophrenia	ring
12614991	schizophrenia	ground
12616580	anorexia nervosa	suggest
12617964	dementia	act
12622665	schizophrenia	acting
12625993	attention deficit hyperactivity disorder	order
12627731	narcolepsy	find
12629543	schizophrenia	reduced
12629543	schizophrenia	reduced
12629543	schizophrenia	used
12629543	schizophrenia	reduced
12634288	dementia	using
12634474	schizophrenia	matched
12641375	dementia	report
12641375	dementia	including
12650227	schizophrenia	cross
12651468	pica	test
12653421	schizophrenia	search
12657658	schizophrenia	been
12658369	anorexia nervosa	studies
12658675	binge eating disorder	eating
12658675	binge eating disorder	eating
12658675	binge eating disorder	eating
12664115	schizophrenia	matched
12664307	schizophrenia	ground
12668360	schizophrenia	types
12668360	schizophrenia	showed
12668360	schizophrenia	provide
12668413	schizophrenia	reported
12669241	dementia	report
12671314	schizophrenia	indicated
12672537	dementia	rains
12673606	dementia	studied
1267573	schizophrenia	cross
12679899	panic disorder	extended
12682740	schizophrenia	suffered
12683262	dementia	controlling
12684441	delirium	increased
12684724	pica	stem
12685995	schizophrenia	diminished
12690058	dementia	suggested
12690484	schizophrenia	used
12693438	schizophrenia	formed
12694390	dementia	compare
12698265	dementia	found
12700104	narcolepsy	act
12707072	dementia	comes
12707073	dementia	had
12709094	nicotine dependence	mean
12712671	anorexia nervosa	nursing
12715102	alcohol dependence	suggest
12719633	dementia	eyes
12722889	schizophrenia	separate
12723685	schizophrenia	led
12724459	dementia	related
12727695	schizophrenia	having
12727702	anorexia nervosa	determined
12728743	schizophrenia	order
12729873	schizophrenia	indicate
12737534	catatonia	induced
12738072	schizophrenia	been
12738340	schizophrenia	increased
12740602	schizophrenia	point
12742246	schizophrenia	implicated
12742246	schizophrenia	studies
12742253	schizophrenia	stress
12743237	dementia	obtaining
12745316	alcohol dependence	had
12750206	nicotine dependence	rising
12753576	delirium	ring
12754154	schizophrenia	increased
12754154	schizophrenia	studies
12754155	mood disorders	get
12754160	schizophrenia	appears
12754161	schizophrenia	lead
12755326	personality disorder	cause
12757560	delirium	included
12761635	dementia	proposed
12761635	dementia	point
12762871	obsessive-compulsive disorder	indicate
12763084	schizophrenia	provides
12765750	schizophrenia	been
12765750	schizophrenia	contrast
12765751	schizophrenia	been
12765751	schizophrenia	formed
12765752	schizophrenia	related
12766921	schizophrenia	done
12769613	nicotine dependence	related
12769613	nicotine withdrawal	following
12777268	schizophrenia	reported
12777268	schizophrenia	increased
12777269	schizophrenia	studies
12777269	schizophrenia	measures
12777269	schizophrenia	had
12777269	alcohol dependence	type
12777280	schizophrenia	show
12782395	cocaine withdrawal	present
12782395	cocaine withdrawal	stem
12782972	alcohol dependence	been
12782972	alcohol dependence	propose
12784527	dementia	use
12788502	schizophrenia	allows
12791610	anorexia nervosa	ground
12794661	panic disorder	decrease
12799619	schizophrenia	used
12799619	schizophrenia	did
12800551	depressive disorders	suggest
12804791	schizophrenia	measured
12808358	dementia	reports
12808429	schizophrenia	detected
12810792	schizophrenia	measured
12814860	schizophrenia	reduced
12814860	schizophrenia	increased
12817354	nicotine dependence	point
12819409	dementia	compared
1281956	dementia	relate
12821731	dementia	studied
12823167	schizophrenia	ask
12823567	depressive disorders	used
12825921	conversion disorder	rest
12827141	obsessive-compulsive disorder	present
12832233	personality disorder	studies
12833577	dementia	related
12834109	dementia	present
12835243	schizophrenia	compared
12839513	schizophrenia	using
12839513	schizophrenia	mean
12839513	schizophrenia	mean
12844470	dementia	gaining
12845412	schizophrenia	scans
12849211	dementia	regard
12850251	obsessive-compulsive disorder	studies
12850252	panic disorder	increased
12851636	schizophrenia	found
1285490	dementia	rains
12860361	schizophrenia	construct
12860361	schizophrenia	had
12861248	depressive disorders	orders
12865892	schizophrenia	present
12866204	dementia	detected
12870549	pica	recognized
12873800	schizophrenia	ground
12873800	schizophrenia	tested
12873800	schizophrenia	mean
12873800	schizophrenia	identified
12878699	schizophrenia	contribute
12880502	obsessive-compulsive disorder	observed
12883140	schizophrenia	state
12884000	alcohol dependence	went
12884000	alcohol dependence	led
12886032	schizophrenia	decrease
12886032	schizophrenia	relate
12886032	schizophrenia	suggest
12890066	dementia	calculated
12890794	schizophrenia	been
12892833	panic disorder	been
12892859	schizophrenia	waves
12897644	attention deficit hyperactivity disorder	suggest
12898304	pica	treated
12898568	schizophrenia	implicated
12910852	depressive disorders	studied
12915287	schizophrenia	increased
12915288	schizophrenia	ground
12915294	schizophrenia	been
12917990	schizophrenia	get
12923826	dementia	increased
12931208	schizophrenia	compared
12932812	schizophrenia	became
12938024	dementia	rent
12939414	dementia	state
12942996	schizophrenia	led
12942996	schizophrenia	course
12942996	schizophrenia	lie
12944331	schizophrenia	set
12944331	schizophrenia	indicate
12944334	schizophrenia	measures
12944335	schizophrenia	support
12946086	schizophrenia	ground
12947591	pica	collected
12950706	bulimia nervosa	had
12955216	dementia	try
12955785	dementia	types
12963670	schizophrenia	ground
12963674	rapid cycling	seems
12974991	schizophrenia	found
1305634	schizophrenia	lies
1308318	pica	discusses
1313532	schizophrenia	include
1323297	dementia	rains
1324808	dementia	determined
1324808	dementia	decreased
1340921	dementia	showed
1346146	anorexia nervosa	take
1349250	dementia	been
1349833	schizophrenia	propose
1352895	schizophrenia	cause
1354068	schizophrenia	shows
135514	dementia	been
1355358	schizophrenia	suggest
1359259	dementia	measured
1359259	dementia	excluding
1359593	schizophrenia	showed
1362617	dementia	reports
13679275	dementia	reflected
13680442	schizophrenia	formed
1370862	narcolepsy	reduced
1376881	dementia	indicate
1391670	dementia	had
1391674	dementia	led
1395326	dementia	marked
1398335	panic disorder	studies
1401207	dementia	present
1401207	dementia	observed
1401698	dementia	identify
1401698	dementia	cut
1407727	dementia	type
1444722	bulimia nervosa	suggest
14501650	nocturnal enuresis	consists
14502658	dementia	type
14504564	schizophrenia	extended
14505543	dementia	appeared
14506087	dementia	classified
14511792	schizophrenia	been
14511802	schizophrenia	studies
14511802	schizophrenia	mean
14512071	nicotine dependence	test
14512071	nicotine dependence	want
14512708	cocaine withdrawal	point
14512711	dementia	sample
14514503	dementia	decrease
14515340	schizophrenia	using
14515779	dementia	hearing
14516497	delirium	achieving
14520672	dementia	report
14527647	schizophrenia	considered
14529152	pica	classified
14533075	schizophrenia	produce
14533126	dementia	ground
14533126	dementia	mean
14550701	dementia	state
14552147	generalised anxiety disorder	following
14556441	dementia	include
14560319	schizophrenia	decreased
14560321	schizophrenia	led
1456738	dementia	carried
14568771	schizophrenia	detected
14571000	schizophrenia	ground
14572736	dementia	review
1457622	dementia	modified
14580078	schizophrenia	ground
14589726	attention deficit hyperactivity disorder	considered
14591471	attention deficit hyperactivity disorder	test
14592148	periodic limb movement disorder	conclude
14594048	schizophrenia	explore
14595653	dementia	expanded
14598649	pica	led
14599434	schizophrenia	studies
14599436	schizophrenia	related
14604451	schizophrenia	suggested
14604451	schizophrenia	studies
14604451	schizophrenia	binding
14604451	schizophrenia	finding
14605830	dementia	point
14608034	dementia	test
14608589	schizophrenia	carried
14608589	schizophrenia	drop
14609891	schizophrenia	ground
14616184	nicotine dependence	yielded
14618678	schizophrenia	used
14618678	schizophrenia	conclude
14622910	schizophrenia	converging
14622917	schizophrenia	cause
14623373	schizophrenia	decreased
14624191	schizophrenia	studies
14624804	attention deficit hyperactivity disorder	order
14624806	attention deficit hyperactivity disorder	used
1462762	dementia	used
14629703	schizophrenia	found
14631083	dementia	went
14638589	schizophrenia	suggest
14638592	schizophrenia	studies
14638592	schizophrenia	add
14638596	schizophrenia	acquired
14638596	schizophrenia	found
14638887	narcolepsy	had
14642467	schizophrenia	reduced
14643084	schizophrenia	suggests
14643090	schizophrenia	present
14646027	dementia	shed
14651443	dementia	ground
14654100	schizophrenia	bear
14655753	dementia	use
14656305	schizophrenia	been
14656305	schizophrenia	produces
14658014	pica	course
14658014	pica	arises
14658014	pica	arises
14658014	pica	rent
14662551	schizophrenia	determine
14663004	schizophrenia	controlling
14663653	schizophrenia	contribute
14664772	narcolepsy	causes
14672249	alcohol dependence	compared
14675804	obsessive-compulsive disorder	ground
14677072	schizophrenia	review
14677072	schizophrenia	promising
14677073	schizophrenia	supports
14682083	dementia	type
14683715	personality disorder	rent
14684436	schizophrenia	decreased
14684436	schizophrenia	made
14684436	schizophrenia	suggest
14684437	schizophrenia	described
14684438	schizophrenia	changes
14687382	delirium	measures
14690770	schizophrenia	taken
14690865	dementia	increased
14690866	dementia	met
14692704	dementia	related
14693349	schizophrenia	controls
14697017	dementia	feeding
14697497	schizophrenia	binding
14698474	dementia	damaged
14698760	schizophrenia	illustrate
14698764	rapid cycling	stated
14699432	dementia	related
14702252	specific phobia	does
14702264	schizophrenia	appear
14702923	bulimia nervosa	test
1470423	schizophrenia	count
14708030	schizophrenia	indicated
14708030	schizophrenia	decreased
14712003	hypochondriasis	indicate
14719048	schizophrenia	cause
14719548	dementia	type
14719548	dementia	proposed
14727370	schizophrenia	detected
14728087	schizophrenia	reducing
14729229	mood disorders	driving
14740204	pica	changed
14741639	schizophrenia	decreases
14744462	schizophrenia	used
14744462	schizophrenia	decrease
14745702	dementia	used
14750073	schizophrenia	reached
1475039	dementia	type
14751422	schizophrenia	supports
14751433	schizophrenia	studies
14751467	schizophrenia	plays
14751771	narcolepsy	provide
14754780	schizophrenia	try
14754780	schizophrenia	determine
14754780	schizophrenia	showed
14757589	schizophrenia	corrected
14757983	obsessive-compulsive disorder	measures
1477528	dementia	related
1477906	schizophrenia	matter
1480754	dementia	rely
1481142	alcohol intoxication	did
1484907	obsessive-compulsive disorder	reports
1485494	pica	caused
1487851	anorexia nervosa	stem
1489634	dementia	suggest
1491352	mood disorders	building
14960334	schizophrenia	cause
14966480	schizophrenia	type
14968483	schizophrenia	view
14969737	schizophrenia	measuring
14972078	schizophrenia	type
14976325	dementia	dropped
14978549	bulimia nervosa	had
14984416	depressive disorders	support
14984870	schizophrenia	formed
14984878	schizophrenia	sample
14984888	schizophrenia	measuring
14984888	schizophrenia	led
1498579	dementia	had
14989404	schizophrenia	follows
14989404	schizophrenia	conclude
14991351	delirium	sample
14991351	delirium	mean
14991351	delirium	stem
14991384	dementia	controls
14991453	dementia	works
14992974	schizophrenia	shed
14992975	schizophrenia	increased
14997502	schizophrenia	using
15000958	personality disorder	order
15001014	bulimia nervosa	search
15001785	dementia	reduced
15006433	schizophrenia	reported
15006434	schizophrenia	decreased
15006434	schizophrenia	suggests
15006438	schizophrenia	related
15013836	schizophrenia	measured
15016085	narcolepsy	receive
15021927	dementia	contrast
15023574	mood disorders	ground
15027326	schizophrenia	studies
15029523	dementia	report
15029523	dementia	accompanied
15029523	dementia	set
15033152	schizophrenia	search
15034499	dementia	treating
15037219	opioid dependence	used
15038995	schizophrenia	order
15038995	schizophrenia	decreased
15039413	hypochondriasis	setting
15043803	dementia	does
15048659	panic disorder	produced
15050565	schizophrenia	increased
15050598	schizophrenia	copy
15050860	schizophrenia	ground
15050864	schizophrenia	compared
15050868	schizophrenia	used
15054319	dementia	studied
15054319	dementia	type
15054319	dementia	indicated
15054476	schizophrenia	support
15054476	schizophrenia	wanted
1505589	dementia	appear
15056518	schizophrenia	studied
15056518	schizophrenia	led
15056518	schizophrenia	displayed
15056518	schizophrenia	led
15065119	schizophrenia	lay
15065218	schizophrenia	implicated
15066893	schizophrenia	studies
15066893	schizophrenia	developing
15066893	schizophrenia	increased
15068977	dementia	included
15068977	dementia	included
15069464	schizophrenia	concluded
15071077	delirium	identified
15071717	schizophrenia	accompany
15072719	dementia	closed
1508300	dementia	obtained
15084788	dementia	moving
15085928	panic disorder	mean
15093949	schizophrenia	studies
15095564	dementia	scan
15099600	schizophrenia	impaired
15099603	schizophrenia	explained
15099618	schizophrenia	controlled
15107713	schizophrenia	lies
15110954	dementia	allow
15114630	schizophrenia	measured
15121484	schizophrenia	ground
15121656	schizophrenia	studies
15123504	schizophrenia	collected
1512383	personality disorder	order
15130705	schizophrenia	studies
15132433	schizophrenia	suggest
15135156	schizophrenia	reported
15140504	schizophrenia	related
15145473	schizophrenia	seen
15148155	narcolepsy	ground
15152499	dementia	note
15156543	dementia	cut
15156543	dementia	question
15157344	dementia	passed
15157347	dementia	led
15157750	schizophrenia	matched
15158162	neurodevelopmental disorders	suggest
15159482	dementia	stem
15159697	schizophrenia	scale
15161649	frontotemporal dementia	set
15169689	schizophrenia	present
15169689	schizophrenia	binding
15169689	schizophrenia	binding
15169690	schizophrenia	set
15169703	schizophrenia	had
15170578	frontotemporal dementia	been
15176481	schizophrenia	studies
1517748	dementia	contrast
15178698	nicotine dependence	been
15178951	frontotemporal dementia	light
15179541	schizophrenia	been
15179665	dementia	try
15180783	dementia	rent
15183509	schizophrenia	using
15184031	schizophrenia	reported
15184031	schizophrenia	matched
15184031	schizophrenia	reduced
15184103	schizophrenia	type
15184234	schizophrenia	controls
15184234	schizophrenia	had
15184234	schizophrenia	reduced
15184983	enuresis	treated
15187055	dementia	identify
15187055	dementia	nursing
15191617	panic disorder	ground
15194878	nicotine withdrawal	present
15199732	dissociative amnesia	led
15200126	obsessive-compulsive disorder	report
15201366	dementia	set
1520565	dementia	type
15205882	schizophrenia	ground
15205885	schizophrenia	working
15206662	schizophrenia	driving
15207409	dementia	setting
15207409	dementia	scale
15210531	dementia	seen
15210539	pica	cause
15211065	dementia	cut
15211071	dementia	identify
15211077	dementia	concluded
15213037	dementia	mean
15213037	dementia	found
15219469	schizophrenia	ground
15219603	schizophrenia	sight
15225342	post traumatic stress disorder	did
15225969	panic disorder	reviews
15229057	bulimia nervosa	had
15229057	bulimia nervosa	identified
15233576	schizophrenia	review
1523690	pica	had
15237077	schizophrenia	ground
15237077	schizophrenia	containing
15237077	schizophrenia	containing
15237077	schizophrenia	containing
15237078	schizophrenia	ground
1524364	pica	plies
15249617	dementia	ground
15249617	dementia	using
15249617	dementia	state
15249619	dementia	scale
15249620	dementia	impaired
15251876	schizophrenia	plays
15257132	dementia	compared
15258430	dementia	matter
15260940	schizophrenia	work
15263907	schizophrenia	relates
15263907	schizophrenia	found
15265231	nicotine dependence	filled
15273777	alcohol intoxication	detected
15274029	schizophrenia	sought
15274029	schizophrenia	provide
1527520	schizophrenia	direct
15276701	schizophrenia	rent
15279054	schizophrenia	understood
15279054	schizophrenia	propose
15279054	schizophrenia	rent
15279054	schizophrenia	review
15279075	anorexia nervosa	been
15283869	dementia	cut
15285982	schizophrenia	studies
15292664	schizophrenia	used
15292664	schizophrenia	related
15292664	schizophrenia	mean
15292664	schizophrenia	suggest
15293008	schizophrenia	present
15296820	schizophrenia	varying
15296822	schizophrenia	being
15298657	obsessive-compulsive disorder	met
15301991	narcolepsy	wake
15305109	dementia	determine
15305109	dementia	appeared
15309044	schizophrenia	studies
15309044	schizophrenia	produces
15309044	schizophrenia	suggest
1531288	dementia	counts
15313518	schizophrenia	related
15318111	alcohol dependence	proposed
15319273	dementia	had
15331474	dementia	measures
15334606	nicotine withdrawal	maintained
15334606	nicotine withdrawal	suggest
15337252	schizophrenia	indicate
15338334	schizophrenia	determined
15339824	schizophrenia	control
15339832	schizophrenia	using
15340281	dementia	search
15340354	schizophrenia	increase
15349874	narcolepsy	been
15349874	narcolepsy	showed
15351432	mood disorders	driving
15353588	schizophrenia	implicated
15359697	alcohol intoxication	occupied
15365220	schizophrenia	binding
15365220	schizophrenia	showed
15377734	schizophrenia	ground
15379289	dementia	stem
15380858	schizophrenia	inherited
15380860	schizophrenia	present
15380860	schizophrenia	increase
15380860	schizophrenia	taken
15380926	dementia	rest
15381923	schizophrenia	studies
15382516	delirium	had
15383148	dementia	state
15383740	dementia	state
15385602	opioid withdrawal	ring
15447690	schizophrenia	owing
15447690	schizophrenia	rent
15448916	alcohol dependence	show
15448920	schizophrenia	studies
15449366	dementia	rent
15450215	schizophrenia	describes
15450909	schizophrenia	been
15450909	schizophrenia	used
1545342	anorexia nervosa	test
15454655	obstructive sleep apnoea	ground
15458991	anorexia nervosa	varying
15461540	schizophrenia	present
1546551	schizophrenia	support
15465982	schizophrenia	using
15465982	schizophrenia	had
15466670	schizophrenia	distributed
15469196	schizophrenia	studies
15469196	schizophrenia	studies
15469196	schizophrenia	work
15469196	schizophrenia	studies
15469203	mood disorders	orders
15474907	schizophrenia	measured
15474910	schizophrenia	decreases
15474912	schizophrenia	suggest
15474918	schizophrenia	controls
15474918	schizophrenia	had
15476683	schizophrenia	matter
15477506	dementia	matter
15477559	dementia	report
15478129	binge eating disorder	indicate
15480840	dementia	related
15481073	dementia	determine
15488250	depressive disorders	search
15488250	depressive disorders	found
15488433	anorexia nervosa	obtained
15489038	schizophrenia	understanding
15489388	dementia	state
15490277	anorexia nervosa	studied
1549228	dementia	found
15492486	dementia	scale
15493535	mood disorders	orders
15494166	schizophrenia	damage
15505179	narcolepsy	stem
15505524	agoraphobia	present
15512938	schizophrenia	binding
15515734	dementia	divided
15523934	schizophrenia	discussed
15529234	schizophrenia	beginning
15529234	schizophrenia	studies
1553105	schizophrenia	controls
15531405	schizophrenia	search
15535032	dementia	led
15537512	dementia	includes
15538599	schizophrenia	controls
15538599	schizotypal disorder	order
15538599	schizophrenia	matter
15542244	dementia	reduced
15546706	schizophrenia	search
15546706	schizophrenia	suggests
15546988	schizophrenia	provide
15548205	dementia	leave
15548217	nicotine withdrawal	decreased
15550346	depressive disorders	using
15558887	schizophrenia	reduced
15560956	schizophrenia	orders
15560956	schizophrenia	measure
15560966	schizophrenia	shed
15562048	delirium	showed
1556285	oppositional defiant disorder	order
15564058	mood disorders	suggest
15565492	schizophrenia	using
15567078	schizophrenia	suggest
15567081	schizophrenia	controls
15569900	anorexia nervosa	received
15572268	schizophrenia	related
15572272	schizophrenia	scale
15572874	dementia	orders
15575413	autism spectrum disorder	order
15578007	schizophrenia	been
15578609	schizophrenia	rest
15578675	dementia	controlling
15584923	schizophrenia	stress
15585344	frontotemporal dementia	belong
15586314	schizophrenia	known
15591799	dementia	classified
15593315	restless legs syndrome	report
15595359	dementia	used
15597337	restless legs syndrome	studied
15607300	schizophrenia	produce
15609219	pica	playing
15610175	schizophrenia	suggest
15623715	restless legs syndrome	studied
15624761	dementia	present
15627587	autism spectrum disorder	studies
15627808	schizophrenia	support
15631641	dementia	recognized
15633942	dementia	determined
15636466	dementia	having
15636466	dementia	showed
15639176	obsessive-compulsive disorder	been
15641588	dementia	formed
15642442	schizophrenia	showed
1564478	dementia	shown
1564478	dementia	suggest
15645157	pica	suggest
15645157	pica	beginning
15645157	pica	course
15647498	schizophrenia	rent
15647498	schizophrenia	provide
15647751	schizophrenia	impaired
15649317	schizophrenia	change
15649317	schizophrenia	measured
15649317	schizophrenia	gain
15649317	schizophrenia	gain
15649487	dementia	present
15650758	obstructive sleep apnoea	compare
15653258	schizophrenia	copy
15653259	schizophrenia	try
15653259	schizophrenia	decreased
15653265	schizophrenia	compares
15653275	schizophrenia	showed
15653277	schizophrenia	completed
15653277	schizophrenia	showed
15654291	alcohol dependence	provides
15654554	narcolepsy	determine
15654554	narcolepsy	stem
15664118	schizophrenia	measure
15664768	intellectual disability	delay
15665152	oppositional defiant disorder	own
15665400	dementia	need
15665404	dementia	been
15665404	dementia	suggest
15666718	pica	described
156670	dementia	led
15667393	dementia	living
15668425	dementia	created
15668426	dementia	cause
15668426	dementia	reduced
15669935	dementia	selected
15670642	dementia	face
15672553	schizophrenia	compared
15672553	schizophrenia	order
1567277	schizophrenia	studies
15677392	anorexia nervosa	been
15677869	dementia	come
15680203	schizophrenia	implicated
15682049	pica	ground
15682049	pica	calculated
15685493	dissociative disorders	change
15689961	schizophrenia	been
15689961	schizophrenia	showed
15694236	schizophrenia	measured
15694236	schizophrenia	had
15694273	mood disorders	driving
15694329	opioid withdrawal	induced
15696539	schizophrenia	determine
15699289	schizophrenia	suggests
15700049	schizophrenia	scan
15700518	alcohol dependence	use
15701062	anorexia nervosa	control
15701065	nicotine dependence	comparing
15701065	nicotine dependence	compare
15701065	nicotine dependence	considered
15701104	schizophrenia	controls
15701104	schizophrenia	type
15705348	depressive disorders	occur
15705352	schizophrenia	been
15713856	dementia	scale
15715783	dissociative disorders	identify
15716217	restless legs syndrome	ground
15720772	schizophrenia	understanding
15721994	schizophrenia	found
15721995	schizophrenia	been
15721995	schizophrenia	appear
15721998	schizophrenia	showed
15722899	dementia	seen
15724769	panic disorder	had
15724886	schizophrenia	ground
15724886	schizophrenia	support
15738298	obstructive sleep apnoea	breathing
15738298	obstructive sleep apnoea	treating
15738500	schizophrenia	developed
15738853	social anxiety disorder	order
15740987	schizophrenia	sample
15743290	delirium	controlling
1575261	schizophrenia	showed
15753419	dementia	had
15753423	dementia	compared
15753423	dementia	seen
15755689	dementia	finding
15760619	dementia	been
15760859	pica	changes
15761472	dementia	infected
1576226	dementia	state
15765522	schizophrenia	been
15766633	obsessive-compulsive disorder	studies
15766639	delirium	disturbed
15768049	schizophrenia	derived
15768049	schizophrenia	met
15769490	autism spectrum disorder	order
15770110	alcohol dependence	light
15772373	schizophrenia	appears
15772373	schizophrenia	present
15774453	schizophrenia	ground
15775708	pica	found
15780675	mood disorders	orders
15780858	schizophrenia	ground
15781045	mood disorders	order
15781045	mood disorders	present
15797168	dementia	change
15800150	schizophrenia	include
15800155	schizophrenia	compare
15800155	schizophrenia	used
15800155	schizophrenia	rent
15800155	schizophrenia	value
15801566	nicotine dependence	uses
15803162	schizophrenia	working
15803162	schizophrenia	indicate
15803499	schizophrenia	obtained
15804270	restless legs syndrome	controlled
15806567	dementia	observed
15809405	schizophrenia	ground
15810561	pica	related
15817012	dementia	did
15817278	dementia	suggest
15818528	depressive disorders	orders
15818528	depressive disorders	orders
15819130	depressive disorders	remains
15820226	schizophrenia	controls
15820226	schizophrenia	decreased
15820231	schizophrenia	produces
15820234	alcohol dependence	measured
15820321	schizophrenia	work
15820321	schizophrenia	using
15820321	schizophrenia	increased
15820325	schizophrenia	support
15826741	schizophrenia	do
15832060	dementia	measures
15834642	dementia	identified
15834783	schizophrenia	tended
1583817	dementia	display
15838758	pica	regard
15840414	schizophrenia	suggest
15841676	schizophrenia	ground
15841826	dementia	change
15842181	panic disorder	order
1584381	dementia	compared
1584381	dementia	complete
15843870	schizophrenia	including
15846819	schizophrenia	fail
15846819	schizophrenia	find
15850721	schizophrenia	developed
15852364	dementia	did
15852433	dementia	mean
15854770	dementia	using
15856725	schizophrenia	relates
15857707	narcolepsy	present
15860342	schizophrenia	using
15860342	schizophrenia	contrast
15860342	schizophrenia	control
15860344	schizophrenia	control
15863740	schizophrenia	had
15863795	schizophrenia	diminished
15866362	schizophrenia	had
15866861	enuresis	sleep
15870155	schizophrenia	adjusted
15871910	schizophrenia	remain
15878241	schizophrenia	set
15878290	schizophrenia	studies
15878290	schizophrenia	decreased
15878290	schizophrenia	showed
15878290	schizophrenia	suggest
15878730	schizophrenia	indicates
15884398	dementia	described
15885507	schizophrenia	ring
15885518	schizophrenia	compared
15885518	schizophrenia	contrast
15885518	schizophrenia	finding
15885628	dementia	studies
15886719	schizophrenia	understand
15886719	schizophrenia	indicate
15886744	dementia	appear
15888536	dementia	set
15890413	schizophrenia	set
15890497	schizophrenia	studied
1589144	dementia	spin
15893916	schizophrenia	learning
15896231	schizophrenia	open
15904748	delirium	observed
15904932	body dysmorphic disorder	order
15907297	schizophrenia	suggested
15911036	dementia	state
1591192	schizophrenia	search
1591192	schizophrenia	related
1591192	schizophrenia	suggest
15913843	dementia	chat
15917270	schizophrenia	present
1591821	dementia	led
15922054	schizophrenia	showed
15923110	schizophrenia	scale
15923111	schizophrenia	been
15924077	dementia	had
15925773	dementia	studied
15927092	schizophrenia	increased
15927798	schizophrenia	constitute
15929035	dementia	compare
15929035	dementia	conclude
15930048	schizophrenia	shed
15930070	schizophrenia	found
15930070	schizophrenia	determine
15930070	schizophrenia	measures
15930071	schizophrenia	conclude
15931063	panic disorder	order
15933386	dementia	controlling
15933390	dementia	included
15933396	dementia	conducted
15935018	delirium	had
15939409	schizophrenia	order
15939841	schizophrenia	constituting
15939883	schizophrenia	suggest
15939948	personality disorder	found
15939972	dementia	showed
15940304	schizophrenia	reduced
15941021	dementia	include
15941877	anorexia nervosa	ground
15943166	bulimia nervosa	eating
1594495	dementia	change
15945063	schizophrenia	expressed
15945063	schizophrenia	contribute
15945063	schizophrenia	measured
15945591	frontotemporal dementia	ground
15948064	dementia	cut
15949649	schizophrenia	changes
15949650	schizophrenia	contribute
15949650	schizophrenia	related
15949650	schizophrenia	used
15949650	schizophrenia	compared
15949650	schizophrenia	suggest
15949654	schizophrenia	compared
15950312	schizophrenia	binding
15950437	schizophrenia	sample
1595096	dementia	showed
15953692	schizophrenia	provides
15955502	schizophrenia	differed
15956162	frontotemporal dementia	samples
15959843	dementia	forms
15963693	schizophrenia	measured
15963693	schizophrenia	cross
15963693	schizophrenia	rent
15963693	schizophrenia	cross
15966108	dementia	varied
15974907	dementia	measure
15974907	dementia	reduced
15975569	panic disorder	suggest
15978550	schizophrenia	ground
15979142	schizophrenia	work
15979644	schizophrenia	measures
15988129	nicotine withdrawal	take
15990724	dementia	known
15992520	schizophrenia	allow
15992520	schizophrenia	matching
15993260	adjustment disorder	order
15993564	schizophrenia	sample
15993858	schizophrenia	matter
15993895	schizophrenia	determine
15995821	dementia	been
15997013	schizophrenia	formed
15997601	attention deficit hyperactivity disorder	ground
15997931	bulimia nervosa	using
16005115	frontotemporal dementia	been
16006102	schizophrenia	order
16011062	frontotemporal dementia	describe
16018980	schizophrenia	means
16018986	alcohol dependence	decrease
16020028	dementia	indicate
16021440	dementia	classified
16023618	schizophrenia	ground
16026489	schizophrenia	rains
16028184	attention deficit hyperactivity disorder	causes
16029101	obsessive-compulsive disorder	measure
16029105	social anxiety disorder	scale
16034909	narcolepsy	ground
16035120	depressive disorders	conducted
16035194	schizophrenia	found
16035194	schizophrenia	considered
16037620	obsessive-compulsive disorder	work
16037973	restless legs syndrome	been
16039786	cocaine withdrawal	present
16041289	dementia	used
16045070	schizophrenia	ground
16045070	schizophrenia	type
16051700	dementia	been
16056125	opioid withdrawal	suggest
1605943	dementia	type
16061761	schizoaffective disorder	order
16076548	schizophrenia	using
16076548	schizophrenia	matter
16084697	schizophrenia	changes
16084697	schizophrenia	measured
16084697	schizophrenia	observed
16084697	schizophrenia	related
16084697	schizophrenia	suggest
16085067	dementia	constructed
16085324	dementia	related
1609016	depressive disorders	exists
16093900	narcolepsy	act
1609867	schizophrenia	reported
16103044	dementia	classified
16103767	dementia	mean
1610485	panic disorder	orders
16107247	alcohol intoxication	rent
16107351	dementia	ground
16110246	schizophrenia	been
16116116	dementia	compared
16118533	dementia	marks
16122213	pica	challenging
16122809	depressive disorders	developed
16123113	narcolepsy	signals
16125374	schizophrenia	understanding
16125374	schizophrenia	test
16125374	schizophrenia	suggest
16132031	dementia	changes
16132031	dementia	compared
